End Use,Segment,Construction Vintage,Customer Class,Efficiency Level,Start Year,End Year,Efficiency Description,Measure Name,Measure Description,Effective Useful Life,Start Measure Consumption,End Measure Consumption,Interpolate Measure Consumption
Water Heat LE 55 Gal,Multifamily - Mid Rise,Existing,Residential,3,2021,2041,Federal Standard 2015 Storage Water Heater,Water Heater - Federal Standard 2015 Storage,Federal Standard 2015 Storage Water Heater,13,1403.519764,1403.519764,linear
Water Heat LE 55 Gal,Multifamily - Mid Rise,Existing,Residential,4,2021,2041,Tier 1 Heat Pump Water Heater,Heat Pump Water Heater -  Tier 1,Tier 1 Heat Pump Water Heater,13,1112.494552,1112.494552,linear
Water Heat LE 55 Gal,Multifamily - Mid Rise,Existing,Residential,5,2021,2041,Tier 2 Heat Pump Water Heater,Heat Pump Water Heater -  Tier 2,Tier 2 Heat Pump Water Heater,13,995.0537156,995.0537156,linear
Water Heat LE 55 Gal,Multifamily - Mid Rise,Existing,Residential,6,2021,2041,Tier 3 Heat Pump Water Heater,Heat Pump Water Heater -  Tier 3,Tier 3 Heat Pump Water Heater,13,909.2341945,909.2341945,linear
Water Heat LE 55 Gal,Multifamily - Mid Rise,Existing,Residential,7,2021,2041,SHW Solar Zone 1,SHW Solar Zone 1,SHW Solar Zone 1,20,909.2152955,909.2152955,linear
Water Heat LE 55 Gal,Multifamily - Mid Rise,Existing,Residential,8,2021,2041,"Tier 4 - no Resistance, Split System Heat Pump Water Heater",Heat Pump Water Heater -  Tier 4,"Tier 4 - no Resistance, Split System Heat Pump Water Heater",13,821.5075730000002,821.5075730000002,linear
Air Purifier,Multifamily - Mid Rise,New,Residential,1,2021,2041,Market Average Air Purifier,Air Purifier - Market Average,Market Average Air Purifier,9,227.8041224,227.8041224,linear
Air Purifier,Multifamily - Mid Rise,New,Residential,2,2021,2041,ENERGY STAR Air Purifier,Air Purifier - ENERGY STAR,ENERGY STAR Air Purifier,9,180.6863986,180.6863986,linear
Circulation - DHW,Multifamily - Mid Rise,New,Residential,1,2021,2041,Market Average DHW Pump,DHW Pump - Market Average,Market Average DHW Pump,12,854.2139817999998,854.2139817999998,linear
Circulation - DHW,Multifamily - Mid Rise,New,Residential,2,2021,2041,ECM Pump Motor - DHW,ECM Pump Motor - DHW,ECM Pump Motor - DHW,12,462.611085,462.611085,linear
Circulation - Hydronic Heating,Multifamily - Mid Rise,New,Residential,1,2021,2041,Market Average Hydronic Heating Pump,Hydronic Heating Pump - Market Average,Market Average Hydronic Heating Pump,12,1156.4409859999996,1156.4409859999996,linear
Circulation - Hydronic Heating,Multifamily - Mid Rise,New,Residential,2,2021,2041,ECM Pump Motor - Hydronic Heating,ECM Pump Motor - Hydronic Heating,ECM Pump Motor - Hydronic Heating,12,707.4561039,707.4561039,linear
Computer - Desktop,Multifamily - Mid Rise,New,Residential,1,2021,2041,Washington State Code Baseline,Computer - Washington State Code Baseline Desktop,Washington State Code Baseline,7,74.54735329,74.54735329,linear
Computer - Desktop,Multifamily - Mid Rise,New,Residential,2,2021,2041,ENERGY STAR Desktop,ENERGY STAR Desktops,ENERGY STAR Desktop,7,53.50138244,53.50138244,linear
Computer - Laptop,Multifamily - Mid Rise,New,Residential,1,2021,2041,Market Average Laptop Computer,Computer - Market Average Laptop,Market Average Laptop Computer,4,27.21763261,27.21763261,linear
Computer - Laptop,Multifamily - Mid Rise,New,Residential,2,2021,2041,ENERGY STAR Notebook,ENERGY STAR Laptops,ENERGY STAR Notebook,4,23.36860036,23.36860036,linear
Cooking Oven,Multifamily - Mid Rise,New,Residential,1,2021,2041,Federal Standard 2012 Cooking Oven,Cooking Oven - Federal Standard 2012,Federal Standard 2012 Cooking Oven,16,178.0622354,178.0622354,linear
Cooking Oven,Multifamily - Mid Rise,New,Residential,2,2021,2041,Efficient Oven,Efficient Oven,Efficient Oven,16,158.21180139999996,158.21180139999996,linear
Cooking Range,Multifamily - Mid Rise,New,Residential,1,2021,2041,Federal Standard 2012 Cooking Range,Cooking Range - Federal Standard 2012,Federal Standard 2012 Cooking Range,19,124.74,124.74,linear
Cool Central,Multifamily - Mid Rise,New,Residential,1,2021,2041,Below Standard Central Air Conditioner - SEER/EER 10/9.2 (Split System),Central Air Conditioner - Below Standard,Below Standard Central Air Conditioner - SEER/EER 10/9.2 (Split System),9,193.5596395,193.5596395,linear
Cool Central,Multifamily - Mid Rise,New,Residential,2,2021,2041,Federal Standard 2015 Central Air Conditioner - SEER/EER 13/11.2 (Split System),Central Air Conditioner - Federal Standard 2015,Federal Standard 2015 Central Air Conditioner - SEER/EER 13/11.2 (Split System),18,148.89203030000004,148.89203030000004,linear
Cool Central,Multifamily - Mid Rise,New,Residential,3,2021,2041,Federal Standard 2023 Central Air Conditioner - SEER/EER 14/12 (Split System),Central Air Conditioner - Federal Standard 2023,Federal Standard 2023 Central Air Conditioner - SEER/EER 14/12 (Split System),18,138.25688530000002,138.25688530000002,linear
Cool Central,Multifamily - Mid Rise,New,Residential,4,2021,2041,ENERGY STAR Central Air Conditioner - SEER/EER 15/12.5 (Split System),Central Air Conditioner - ENERGY STAR,ENERGY STAR Central Air Conditioner - SEER/EER 15/12.5 (Split System),18,129.0397596,129.0397596,linear
Cool Central,Multifamily - Mid Rise,New,Residential,5,2021,2041,CEE Tier 2 Central Air Conditioner - SEER/EER 16/13 (Split System),Central Air Conditioner - CEE Tier 2,CEE Tier 2 Central Air Conditioner - SEER/EER 16/13 (Split System),18,120.9747747,120.9747747,linear
Cool Central,Multifamily - Mid Rise,New,Residential,6,2021,2041,CEE Tier 3 Central Air Conditioner - SEER/EER 18/13 (Split System),Central Air Conditioner - CEE Tier 3,CEE Tier 3 Central Air Conditioner - SEER/EER 18/13 (Split System),18,107.533133,107.533133,linear
Cool Central,Multifamily - Mid Rise,New,Residential,7,2021,2041,Enhanced Central Air Conditioner - SEER/EER 20/14 (Split System),Central Air Conditioner - Enhanced,Enhanced Central Air Conditioner - SEER/EER 20/14 (Split System),18,96.77981973,96.77981973,linear
Cool Room,Multifamily - Mid Rise,New,Residential,1,2021,2041,"Below Standard Room AC - CEER 9.7 (8,000-13,999 Btuh)",Room AC - Below Standard,"Below Standard Room AC - CEER 9.7 (8,000-13,999 Btuh)",5,293.641997,293.641997,linear
Cool Room,Multifamily - Mid Rise,New,Residential,2,2021,2041,"Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)",Room AC - Federal Standard 2015,"Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)",9,261.3144377,261.3144377,linear
Cool Room,Multifamily - Mid Rise,New,Residential,3,2021,2041,"Room AC - Market Average (8,000-13,999 Btuh)",Room AC - Market Average,"Room AC - Market Average (8,000-13,999 Btuh)",9,239.05767230000004,239.05767230000004,linear
Cool Room,Multifamily - Mid Rise,New,Residential,4,2021,2041,"ENERGY STAR Room AC - CEER 12.0 (8,000-13,999 Btuh)",Room AC - ENERGY STAR,"ENERGY STAR Room AC - CEER 12.0 (8,000-13,999 Btuh)",9,237.3606142,237.3606142,linear
Copier,Multifamily - Mid Rise,New,Residential,1,2021,2041,Standard Office Copier,Office Copier - Standard,Standard Office Copier,6,333.1666379,333.1666379,linear
Copier,Multifamily - Mid Rise,New,Residential,2,2021,2041,ENERGY STAR Office Copier,Office Copier - ENERGY STAR,ENERGY STAR Office Copier,6,173.9598871,173.9598871,linear
DVD Player,Multifamily - Mid Rise,New,Residential,1,2021,2041,Standard DVD Player,DVD - Standard,Standard DVD Player,7,18.7509625,18.7509625,linear
DVD Player,Multifamily - Mid Rise,New,Residential,2,2021,2041,ENERGY STAR DVD Player,DVD - ENERGY STAR,ENERGY STAR DVD Player,7,7.755945832999999,7.755945832999999,linear
Dryer,Multifamily - Mid Rise,New,Residential,1,2021,2041,Market Average Dryer,Dryer - Market Average,Market Average Dryer,16,868.5790778999999,868.5790778999999,linear
Dryer,Multifamily - Mid Rise,New,Residential,2,2021,2041,Below Standard Dryer - CEF 2.72,Dryer - Below Standard,Below Standard Dryer - CEF 2.72,8,959.4753781,959.4753781,linear
Dryer,Multifamily - Mid Rise,New,Residential,3,2021,2041,Federal Standard 2015 Dryer - CEF 3.73,Dryer - Federal Standard 2015,Federal Standard 2015 Dryer - CEF 3.73,16,921.7667388,921.7667388,linear
Dryer,Multifamily - Mid Rise,New,Residential,4,2021,2041,Heat Pump Dryer,Heat Pump Dryer,Heat Pump Dryer,16,272.1938234,272.1938234,linear
Electric Vehicles,Multifamily - Mid Rise,New,Residential,1,2021,2041,Market Average EV Charger,EVSE Market Average,Market Average EV Charger,10,2513.277669,2513.277669,linear
Electric Vehicles,Multifamily - Mid Rise,New,Residential,2,2021,2041,EVSE Level 2,EVSE Level 2,EVSE Level 2,10,2492.335624,2492.335624,linear
Freezer,Multifamily - Mid Rise,New,Residential,1,2021,2041,Below Standard Freezer,Freezer - Below Standard,Below Standard Freezer,11,538.7564322000002,538.7564322000002,linear
Freezer,Multifamily - Mid Rise,New,Residential,2,2021,2041,Federal Standard 2014 Freezer,Freezer - Federal Standard 2014,Federal Standard 2014 Freezer,22,387.1813696,387.1813696,linear
Freezer,Multifamily - Mid Rise,New,Residential,3,2021,2041,Market Average Freezer,Freezer - Market Average,Market Average Freezer,22,387.17136960000005,387.17136960000005,linear
Freezer,Multifamily - Mid Rise,New,Residential,4,2021,2041,Freezer - ENERGY STAR,Freezer - ENERGY STAR,Freezer - ENERGY STAR,22,363.7909132,363.7909132,linear
Freezer,Multifamily - Mid Rise,New,Residential,5,2021,2041,Freezer - ENERGY STAR Most Efficient,Freezer - ENERGY STAR Most Efficient,Freezer - ENERGY STAR Most Efficient,22,322.3287418999999,322.3287418999999,linear
Heat Central,Multifamily - Mid Rise,New,Residential,1,2021,2041,Standard Electric Furnace HSPF = 1,Furnace - Standard,Standard Electric Furnace HSPF = 1,15,2092.893253,2092.893253,linear
Heat Pump,Multifamily - Mid Rise,New,Residential,1,2021,2041,Below Standard Heat Pump - SEER/EER 10/9.2 and HSPF 7.2 (Split System),Heat Pump - Below Standard,Below Standard Heat Pump - SEER/EER 10/9.2 and HSPF 7.2 (Split System),9,3101.98808025,3101.98808025,linear
Heat Pump,Multifamily - Mid Rise,New,Residential,2,2021,2041,Federal Standard 2015 Heat Pump - SEER/EER 14/12 and HSPF 8.2 (Split System),Heat Pump - Federal Standard 2015,Federal Standard 2015 Heat Pump - SEER/EER 14/12 and HSPF 8.2 (Split System),18,2640.950805,2640.950805,linear
Heat Pump,Multifamily - Mid Rise,New,Residential,3,2021,2041,Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Heat Pump - Federal Standard 2023,Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),18,2461.43281575,2461.43281575,linear
Heat Pump,Multifamily - Mid Rise,New,Residential,4,2021,2041,Market Average Heat Pump,Heat Pump - Market Average,Market Average Heat Pump,18,2307.79115925,2307.79115925,linear
Heat Pump,Multifamily - Mid Rise,New,Residential,5,2021,2041,HVAC Upgrade - Heat Pump Upgrade to 9.5 HSPF/15.5 SEER + HZ1CZ1,HVAC Upgrade - Heat Pump Upgrade to 9.5 HSPF/15.5 SEER + HZ1CZ1,HVAC Upgrade - Heat Pump Upgrade to 9.5 HSPF/15.5 SEER + HZ1CZ1,18,2294.01859125,2294.01859125,linear
Heat Pump,Multifamily - Mid Rise,New,Residential,6,2021,2041,HVAC Upgrade - Heat Pump Upgrade to 12 HSPF/18 SEER + HZ1CZ1,HVAC Upgrade - Heat Pump Upgrade to 12 HSPF/18 SEER + HZ1CZ1,HVAC Upgrade - Heat Pump Upgrade to 12 HSPF/18 SEER + HZ1CZ1,18,2140.49911125,2140.49911125,linear
Heat Room,Multifamily - Mid Rise,New,Residential,1,2021,2041,Standard Baseboard Zonal Heating,Baseboard Zonal Heating - Standard,Standard Baseboard Zonal Heating,15,1815.3061505,1815.3061505,linear
Heat Room,Multifamily - Mid Rise,New,Residential,2,2021,2041,MF Market Average Zonal Heating,MF Zonal,MF Market Average Zonal Heating,15,1815.3011505,1815.3011505,linear
Heat Room,Multifamily - Mid Rise,New,Residential,3,2021,2041,MF DHP Upgrade,MF DHP Upgrade,MF DHP Upgrade,15,1165.3011505000004,1165.3011505000004,linear
Home Audio System,Multifamily - Mid Rise,New,Residential,1,2021,2041,Standard Home Audio System,Home Audio System - Standard,Standard Home Audio System,6,61.02839117,61.02839117,linear
Home Audio System,Multifamily - Mid Rise,New,Residential,2,2021,2041,ENERGY STAR Home Audio System,Home Audio System - ENERGY STAR,ENERGY STAR Home Audio System,6,48.82271293,48.82271293,linear
Lighting Exterior Standard,Multifamily - Mid Rise,New,Residential,1,2021,2041,Incandescent - Below Standard,Incandescent - Below Standard,Incandescent - Below Standard,4,91.21996292,91.21996292,linear
Lighting Exterior Standard,Multifamily - Mid Rise,New,Residential,2,2021,2041,Halogen - EISA Standard,Halogen - EISA Standard,Halogen - EISA Standard,4,56.10704605,56.10704605,linear
Lighting Exterior Standard,Multifamily - Mid Rise,New,Residential,3,2021,2041,EISA 2020 Backstop Exterior Lamp,EISA 2020 Backstop Exterior Lamp,EISA 2020 Backstop Exterior Lamp,4,20.00952173,20.00952173,linear
Lighting Exterior Standard,Multifamily - Mid Rise,New,Residential,4,2021,2041,CFL,CFL,CFL,4,19.78794157,19.78794157,linear
Lighting Exterior Standard,Multifamily - Mid Rise,New,Residential,5,2021,2041,Market Average Lighting Exterior,Market Average Lighting Exterior,Market Average Lighting Exterior,7,12.26649892,12.26649892,linear
Lighting Exterior Standard,Multifamily - Mid Rise,New,Residential,6,2021,2041,LED,LED,LED,12,11.73395712,11.73395712,linear
Lighting Interior Linear Fluorescent,Multifamily - Mid Rise,New,Residential,1,2021,2041,Federal Standard 2018 T8 Linear Fluorescent Lamp,Linear Fluorescent Lamp - Federal Standard 2018 T8,Federal Standard 2018 T8 Linear Fluorescent Lamp,20,22.78756874,22.78756874,linear
Lighting Interior Linear Fluorescent,Multifamily - Mid Rise,New,Residential,2,2021,2041,Market Average Linear Fluorescent,Linear Fluorescent - Market Average,Market Average Linear Fluorescent,20,14.60330349,14.60330349,linear
Lighting Interior Linear Fluorescent,Multifamily - Mid Rise,New,Residential,3,2021,2041,TLED Linear Lamp,Linear Fluorescent Lamp - TLED,TLED Linear Lamp,20,10.75188454,10.75188454,linear
Lighting Interior Specialty,Multifamily - Mid Rise,New,Residential,1,2021,2041,Incandescent - Specialty,Incandescent - Specialty,Incandescent - Specialty,4,44.07585657,44.07585657,linear
Lighting Interior Specialty,Multifamily - Mid Rise,New,Residential,2,2021,2041,EISA 2020 Backstop Interior - Specialty,EISA 2020 Backstop Interior - Specialty,EISA 2020 Backstop Interior - Specialty,6,9.327237903,9.327237903,linear
Lighting Interior Specialty,Multifamily - Mid Rise,New,Residential,3,2021,2041,CFL - Specialty,CFL - Specialty,CFL - Specialty,6,8.772611287,8.772611287,linear
Lighting Interior Specialty,Multifamily - Mid Rise,New,Residential,4,2021,2041,Market Average Lighting Interior - Specialty,Market Average Lighting Interior - Specialty,Market Average Lighting Interior - Specialty,10,5.539460816,5.539460816,linear
Lighting Interior Specialty,Multifamily - Mid Rise,New,Residential,5,2021,2041,LED - Specialty,LED - Specialty,LED - Specialty,12,5.21577722,5.21577722,linear
Lighting Interior Standard,Multifamily - Mid Rise,New,Residential,1,2021,2041,Incandescent - Below Standard,Incandescent - Below Standard,Incandescent - Below Standard,4,57.51988455,57.51988455,linear
Lighting Interior Standard,Multifamily - Mid Rise,New,Residential,2,2021,2041,Halogen - EISA Standard,Halogen - EISA Standard,Halogen - EISA Standard,4,35.49024969,35.49024969,linear
Lighting Interior Standard,Multifamily - Mid Rise,New,Residential,3,2021,2041,EISA 2020 Backstop Interior Lamp,EISA 2020 Backstop Interior Lamp,EISA 2020 Backstop Interior Lamp,6,12.79968544,12.79968544,linear
Lighting Interior Standard,Multifamily - Mid Rise,New,Residential,4,2021,2041,CFL,CFL,CFL,6,8.87113288,8.87113288,linear
Lighting Interior Standard,Multifamily - Mid Rise,New,Residential,5,2021,2041,Market Average Lighting Interior,Market Average Lighting Interior,Market Average Lighting Interior,11,7.015116075,7.015116075,linear
Lighting Interior Standard,Multifamily - Mid Rise,New,Residential,6,2021,2041,LED,LED,LED,12,6.394097767000001,6.394097767000001,linear
Microwave,Multifamily - Mid Rise,New,Residential,1,2021,2041,Federal Standard 2016 Microwave,Microwave - Federal Standard 2016,Federal Standard 2016 Microwave,11,130.8950071,130.8950071,linear
Microwave,Multifamily - Mid Rise,New,Residential,2,2021,2041,Market Average Microwave,Microwave - Market Average,Market Average Microwave,11,130.8850071,130.8850071,linear
Microwave,Multifamily - Mid Rise,New,Residential,3,2021,2041,TSL4 Efficiency,Microwave Top Tier,TSL4 Efficiency,11,122.2687008,122.2687008,linear
Monitor,Multifamily - Mid Rise,New,Residential,1,2021,2041,Standard Monitor,Monitor - Standard,Standard Monitor,5,33.54220631,33.54220631,linear
Monitor,Multifamily - Mid Rise,New,Residential,2,2021,2041,ENERGY STAR Display,ENERGY STAR Monitors,ENERGY STAR Display,5,29.3082607,29.3082607,linear
Multifunction Device,Multifamily - Mid Rise,New,Residential,1,2021,2041,Standard Multifunction Device (All-in-one),Multifunction Device (All-in-one) - Standard,Standard Multifunction Device (All-in-one),6,296.4187625,296.4187625,linear
Multifunction Device,Multifamily - Mid Rise,New,Residential,2,2021,2041,ENERGY STAR Multifunction Device (All-in-one),Multifunction Device (All-in-one) - ENERGY STAR,ENERGY STAR Multifunction Device (All-in-one),6,52.59669065,52.59669065,linear
Other,Multifamily - Mid Rise,New,Residential,1,2021,2041,Other Equipment End Use,Other Equipment End Use,Other Equipment End Use,10,0.0,0.0,linear
Plug Load Other,Multifamily - Mid Rise,New,Residential,1,2021,2041,Plug Load Other Equipment End Use,Plug Load Other Equipment End Use,Plug Load Other Equipment End Use,5,319.3261553000001,319.3261553000001,linear
Printer,Multifamily - Mid Rise,New,Residential,1,2021,2041,Standard Office Printer,Office Printer - Standard,Standard Office Printer,6,167.9545478,167.9545478,linear
Printer,Multifamily - Mid Rise,New,Residential,2,2021,2041,ENERGY STAR Office Printer,Office Printer - ENERGY STAR,ENERGY STAR Office Printer,6,74.74925714,74.74925714,linear
Refrigerator,Multifamily - Mid Rise,New,Residential,1,2021,2041,Below Federal Standard 2014 Refrigerator,Refrigerator - Below Standard,Below Federal Standard 2014 Refrigerator,8,609.6494266,609.6494266,linear
Refrigerator,Multifamily - Mid Rise,New,Residential,2,2021,2041,Federal Standard 2014 Refrigerator,Refrigerator - Federal Standard 2014,Federal Standard 2014 Refrigerator,15,577.720774,577.720774,linear
